"Official_ID","Name","Name_Cyrillic","Territory","Role","Level","Location","Year_Start","Year_End","Status","Origin"
"OFC-190","Antipov Igor Yuryevich","Антипов Игорь Юрьевич","DPR","Minister of Information","Regional","Donetsk","2018","2023","No","Moscow, Russia"
"OFC-191","Podlipanov Dmitry Viktorovich","Подлипанов Дмитрий Викторович","DPR","Minister of Transport","Regional","Donetsk","2018","2023","No","Donetsk region"
"OFC-192","Khalepa Igor Nikolaevich","Халепа Игорь Николаевич","DPR","Minister of Communications","Regional","Donetsk","2019","2023","No","Donetsk region"
"OFC-193","Gromakov Alexander Yuryevich","Громаков Александр Юрьевич","DPR","Minister of Youth, Sport and Tourism","Regional","Donetsk","2018","2023","No","Donetsk region"
"OFC-194","Zheltyakov Mikhail Vasilyevich","Желтяков Михаил Васильевич","DPR","Minister of Culture","Regional","Donetsk","2018","","Yes","Born in Kryvyi Rih, Ukraine"
"OFC-195","Armatov Eduard Viktorovich","Арматов Эдуард Викторович","DPR","Minister of Industry and Trade","Regional","Donetsk","2018","2020","No","Donetsk region"
"OFC-196","Martynov Igor Yuryevich","Мартынов Игорь Юрьевич","DPR","Deputy Chairman of DPR Government","Regional","Donetsk","2019","2019","No","Donetsk region"
"OFC-197","Khotsenko Vitaly Pavlovich","Хоценко Виталий Павлович","DPR","Chairman of Government (Prime Minister)","Regional","Donetsk","2022","2023","No","Ukrainian-born, Russian career"
"OFC-198","Ananченко Alexander","Ананченко Александр","DPR","Chairman of Government (Prime Minister)","Regional","Donetsk","2018","2022","No","Local DPR government figure"
"OFC-199","Antonov Vladimir Nikolaevich","Антонов Владимир Николаевич","DPR","Deputy Chairman of Government","Regional","Donetsk","2022","2022","No","Born in Omsk, Russia"
"OFC-200","Solntsev Evgeny Alexandrovich","Солнцев Евгений Александрович","DPR","Deputy Chairman of Government, later Chairman of the Government of the DPR","Regional","Donetsk","2022","2025","No","Born in Voronezh Oblast, Russia"
"OFC-201","Pereverzeva Tatyana Viktorovna","Переверзева Татьяна Викторовна","DPR","Deputy Chairman of Government","Regional","Donetsk","2022","","Yes",""
"OFC-202","Rushchak Vladimir Mikhailovich","Рущак Владимир Михайлович","DPR","Minister of Industry and Trade / Acting Deputy Chairman","Regional","Donetsk","2022","2023","No","Donetsk region"
"OFC-203","Gartsev Dmitry Anatolyevich","Гарцев Дмитрий Анатольевич","DPR","Minister of Health","Regional","Donetsk","2022","2025","No","Born in Amur Oblast, lived mostly in Moscow oblast"
"OFC-204","Petkun Denis Sergeyevich","Петкун Денис Сергеевич","DPR","Deputy Chairman / Head of Government Apparatus","Regional","Donetsk","2023","2024","No",""
"OFC-205","Koludarova Olga Pavlovna","Колударова Ольга Павловна","DPR","Acting Minister of Education and Science","Regional","Donetsk","2022","2024","No","From Udmurt Republic, Russia"
"OFC-206","Kurashov Denis Sergeyevich","Курашов Денис Сергеевич","DPR","Acting Minister of Communications","Regional","Donetsk","2022","2025","No","Born in Stavropol, Russia"
"OFC-207","Shamov Alexei Sergeyevich","Шамов Алексей Сергеевич","DPR","Deputy Head of the Administration of the Head and Government of the DPR","Regional","Donetsk","2025","","Yes","Donetsk region"
"OFC-208","Zverkov Vladimir Igorevich","Зверков Владимир Игоревич","DPR","Acting Minister of Economic Development, later Deputy Chariman of DPR","Regional","Donetsk","2022","2025","No","Russian"
"OFC-209","Martynov Yuri Igorevich","Мартынов Юрий Игоревич","DPR","Acting Minister of Youth, Sport and Tourism","Regional","Donetsk","2022","2025","No","Donetsk region"
"OFC-210","Makaov Kirill Borisovich","Макаов Кирилл Борисович","DPR","Deputy Chairman of DPR","Regional","Donetsk","2025","","Yes","Donetsk region"
"OFC-211","Kostomаrov Alexander","Костомаров Александр","DPR","First Deputy Head of DPR Administration","Regional","Donetsk","2022","2024","No","Chelyabinsk, Russia"
"OFC-212","Kozlov Sergei Ivanovich","Козлов Сергей Иванович","LNR","Chairman of Council of Ministers","Regional","Luhansk","2015","2024","No","Luhansk region"
"OFC-214","Podlipaeva Svetlana Nikolaevna","Подлипаева Светлана Николаевна","LNR","Minister of Economic Development","Regional","Luhansk","2018","2024","No","Luhansk region"
"OFC-215","Protasov Maxim Alekseyevich","Протасов Максим Алексеевич","LNR","Acting Minister of Construction and Housing","Regional","Luhansk","2018","2020","No","Luhansk region"
"OFC-216","Bozhich Dmitry Viktorovich","Божич Дмитрий Викторович","LNR","Minister of Industry and Trade","Regional","Luhansk","2018","","Unknown","Russian"
"OFC-217","Manuylov Evgeny Vladimirovich","Мануйлов Евгений Владимирович","LNR","Minister of Finance","Regional","Luhansk","2018","","Yes","Luhansk region"
"OFC-218","Malgin Pavel Vladimirovich","Мальгин Павел Владимирович","LNR","Minister of Fuel, Energy and Coal","Regional","Luhansk","2018","2020","No","Born in Kursk, Russia"
"OFC-219","Borodin Sergei Alekseyevich","Бородин Сергей Алексеевич","LNR","Head of State Committee for Taxes and Collections","Regional","Luhansk","2018","","Unknown","Luhansk region"
"OFC-220","Lantratova Darya Sergeyevna","Лантратова Дарья Сергеевна","LNR","LNR Representative to Russian Federation Council","Regional","Moscow/Luhansk","2022","","Yes","Moscow Oblast, Russia"
"OFC-222","Miroshchenko Denis Nikolaevich","Мирошниченко Денис Николаевич","LNR","Chairman of People's Council (legislature)","Regional","Luhansk","2017","","Yes","Luhansk region"
"OFC-223","Rogovenko Konstantin Yuryevich","Роговенко Константин Юрьевич","LNR","Minister of Fuel, Energy and Coal","Regional","Luhansk","2022","","Yes","Luhansk region"
"OFC-225","Antonova Alena Alexandrovna","Антонова Алена Александровна","LNR","Minister of Property and Land Relations","Regional","Luhansk","2022","","Yes","Luhansk region"
"OFC-226","Kharitonov Vladimir Ivanovich","Харитонов Владимир Иванович","LNR","Acting Minister of Digital Development, Communications and Mass Media","Regional","Luhansk","2022","","Yes",""
"OFC-227","Sherenesheev Oleg","Шеренешев Олег","LNR","Minister of Sport","Regional","Luhansk","2022","","Yes","Luhansk region"
"OFC-228","Balitsky Evgeny Vitalyevich","Балицкий Евгений Витальевич","Zaporizhzhia Oblast","Head of VGA / Acting Governor / Governor","Regional","Melitopol (admin capital)","2022","","Yes","Ukrainian-born, collaborator"
"OFC-229","Koltsov Anton Viktorovich","Кольцов Антон Викторович","Zaporizhzhia Oblast","Head of Government (Prime Minister)","Regional","Melitopol","2022","2024","No","Born in Cherepovets, Russia"
"OFC-230","Rogov Vladimir","Рогов Владимир","Zaporizhzhia Oblast","Member of VGA Main Council","Regional","Zaporizhzhia Oblast","2022","","Yes","Ukrainian-born, collaborator"
"OFC-231","Kozenko Andrei","Козенко Андрей","Zaporizhzhia Oblast","Deputy Head of VGA","Regional","Melitopol","2022","","Yes","Russian (Born in Crimea)"
"OFC-232","Danilchenko Galina","Данильченко Галина","Zaporizhzhia Oblast","Acting Mayor of Melitopol","City","Melitopol","2022","2025","No","Ukrainian-born, collaborator"
"OFC-233","Yemelyanienko V.A.","Емельяненко В.А.","Zaporizhzhia Oblast","Chairman of Legislative Assembly","Regional","Melitopol","2023","","Yes","Born in Zaporizhzhia, Ukraine"
"OFC-235","Yeliseyev Sergei","Елисеев Сергей","Kherson Oblast","Prime Minister / Head of Government","Regional","Kherson/Henichesk","2022","2022","No","Russian"
"OFC-236","Alekseyenko Andrei","Алексеенко Андрей","Kherson Oblast","Head of Government (Prime Minister)","Regional","Henichesk","2022","2025","No","Born in Krasnodarsk Krai, Russia"
"OFC-237","Bespalov Vladimir","Беспалов Владимир","Kherson Oblast","Deputy Prime Minister","Regional","Kherson/Henichesk","2022","","Unknown","Russian"
"OFC-238","Kovalev Alexei","Ковалев Алексей","Kherson Oblast","Deputy Prime Minister (Agriculture)","Regional","Kherson","2022","2022","No","Ukrainian-born, collaborator"
"OFC-239","Rodikov Mikhail","Родиков Михаил","Kherson Oblast","Minister of Education and Science","Regional","Kherson/Henichesk","2022","2023","No","Russian, born in Moscow oblast"
"OFC-240","Tomilina Tatyana","Томилина Татьяна","Kherson Oblast","Chairman of Oblast Duma","Regional","Henichesk","2023","","Yes","Born in Kherson"
"OFC-242","Kobets Alexander","Кобец Александр","Kherson Oblast","Head of Kherson City occupation administration","City","Kherson","2022","2022","No","Born in Kherson"
"OFC-243","Akopyan Georgy Robertovich","Акопян Георгий Робертович","Crimea","Deputy, State Council of Republic of Crimea; Chair, Regional Armenian National-Cultural Autonomy of Crimea","Regional","Simferopol","2023","","Yes","Crimea-based local politician"
"OFC-244","Aksyonov Valery Nikolaevich","Аксёнов Валерий Николаевич","Crimea","Deputy, State Council of Republic of Crimea; Deputy Chair, Committee on Construction, Housing Policy and Fuel-Energy Complex","Regional","Simferopol","2023","","Yes","Crimea-based local politician"
"OFC-245","Anosov Viktor Yuryevich","Аносов Виктор Юрьевич","Crimea","Deputy, State Council of Republic of Crimea; Executive Director, Association of SVO Veterans of Republic of Crimea","Regional","Simferopol","2023","","Yes","Crimea-based local politician"
"OFC-246","Batalin Alexander Sergeyevich","Баталин Александр Сергеевич","Crimea","Deputy, State Council of Republic of Crimea; General Director, JSC Zavod Fiolent","Regional","Simferopol","2023","","Yes","Crimea-based local politician"
"OFC-247","Batova Sofya Stanislavovna","Батова Софья Станиславовна","Crimea","Deputy, State Council; Deputy General Director / Investment Development Director, JSC Corporation for Development of Republic of Crimea","Regional","Simferopol","2023","","Yes","Crimea-based local politician"
