Official ID,Name (Latin),Name (Cyrillic),Territory,Role / Position,Level,Location,Year Start,Year End,Still in Post?,Origin,Career Before,Career After,Links to Other Officials,Links to Russian State Bodies,Business / Economic Connections,Military Connections,Notes on Role
OFC-103,Lepeshkin Yuliy Aleksandrovich,Лепешкин Юлий Александрович,Zaporizhzhia Oblast,Head (warden) of FKU IK-2 UFSIN of Russia for Zaporizhzhia region,Sector,Berdiansk,2023,,Yes,From Russia (Federal Penitentiary Service UFSIN),,,,FSIN RF (Federal Penitentiary Service).,,,Head of penal colony IK-2 in Berdiansk. Institution shows most saturated procurement activity with serial procurement for infrastructure improvements.
OFC-104,Khozhaev Konstantin Vladimirovich,Хожаев Константин Владимирович,Zaporizhzhia Oblast,Acting Head of FKU KP-3 UFSIN of Russia for Zaporizhzhia region,Sector,"Ozerne, Vesele district",2025,,Yes,From Russia (Federal Penitentiary Service UFSIN),,,,FSIN RF (Federal Penitentiary Service).,,,Head of settlement colony KP-3. Settlement colonies are often used for economic works and as buffer to unload other institutions.
OFC-105,Galiev Ramil Sultanovich,Галиев Рамиль Султанович,Zaporizhzhia Oblast,Head of the created 'operating organization' for the ZNPP,Sector,Zaporizhzhia NPP,2024,,Yes,From Russia (Rosatom),,,,"Rostekhnadzor, Rosatom.",,,Confirmed that Russian regulator Rostekhnadzor in fact interferes in the operation of the plant. Acknowledged Russian specialists present at site since first days of occupation coordinating with IAEA representatives.
OFC-107,Zinchenko Alexander,Зинченко Александр,Zaporizhzhia Oblast,Former deputy governor,Regional,Melitopol,,2025,No,Melitopol,,"Under investigation, extended until 17 May 2026.",Yevgeny Balitsky.,Russia's Investigative Committee (investigation led by Alexander Bastrykin).,,,Investigation extended until 17 May 2026 following visit to Melitopol by head of Russia's Investigative Committee Alexander Bastrykin.
OFC-108,Svistunov Andrey Vladimirovich,Свистунов Андрей Владимирович,Zaporizhzhia Oblast,New rector of occupation 'MelDU' (Melitopol State University),Sector,Melitopol,2026,,Yes,"Taganrog, Russia",,,Yevgeny Balitsky.,,,,"Appointment was a marker of reconciliation after a conflict linked to the dismissal of the regional election commission head. Position controls staff flows, student flows, funding streams, and the legalisation of occupation diplomas."
OFC-109,Toivonen Nikolai,Тойвонен Николай,Zaporizhzhia Oblast,Previous head of occupation 'MelDU' (Melitopol State University),Sector,Melitopol,,2026,No,Ivanovo Oblast,,Disappeared/exited position.,,,,,Replaced by Andriy Svistunov as part of leadership change at MelDU.
OFC-113,Shumakov Ivan Vladimirovich,Шумаков Иван Владимирович,Kherson Oblast,Deputy Chair of the Kherson Regional Council,Regional,Henichesk,2025,,Yes,Educated in St Petersburg,,,,LDPR.,,,He was elected Deputy Chair of the Kherson Regional Council on 11 September 2025.
OFC-114,Kovtun Lyudmila Mikhailovna,Ковтун Людмила Михайловна,Kherson Oblast,Minister of Education and Science for the Kherson Region,Sector,Henichesk,2023,2025,No,"Henichesk, Kherson Oblast.",,Resigned on 26 September 2025.,Alexey Grigoriev.,,,,She has held the post since 8 November 2023. She is the fourth head of the education department since the region was occupied. The reasons for her resignation have not been disclosed.
OFC-115,Grigoriev Alexey Alexandrovich,Григорьев Алексей Александрович,Kherson Oblast,Acting Minister of Education and Science for the Kherson Region,Sector,Henichesk,2025,,Yes,"From Russia, Pskov Oblast",Deputy Chair of the Pskov Region Education Committee (until February 2023); resigned voluntarily to take up a new position.,,Lyudmila Kovtun.,Pskov Region Education Committee.,,,He arrived in the Kherson region in January 2024 at the latest and began working in the occupation ministry. He was appointed acting minister following Kovtun’s resignation.
OFC-116,Tomilina Tatiana Yurievna,Томилина Татьяна Юрьевна,Kherson Oblast,Chairman of the Kherson Regional Council,Regional,Henichesk,2023,,Yes,Kherson,,,Vladimir Saldo.,The Russian “Znanie” Society.,,,She held an open lesson with pupils at Skadovsk School No. 1 on the history of the region’s ‘reunification’ with Russia as part of the All-Russian ‘Share Your Knowledge’ campaign.
OFC-117,Grishin Alexey,Гришин Алексей,Kherson Oblast,Member of the Kherson Regional Council,Regional,Ivanivskyi Municipal District,2023,,Yes,"Ulyanovsk, Russia",,,Nadezhda Babeshko.,The United Russia Party.,,,He took part in the opening of the ‘Hero’s Desk’ at the Lyubimov School as part of United Russia’s party projects.
OFC-118,Babeshko Nadezhda,Бабешко Надежда,Kherson Oblast,Secretary of the local branch of the United Russia party.,District,Ivanivskyi Municipal District,2023,,Yes,Melitopol,,,Alexey Grishin.,The United Russia Party.,,,She took part in the opening of the ‘Hero’s Desk’ at Lyubymiv School.
OFC-119,Kozupitsa Sergei Andreevich,Козупица Сергей Андреевич,Kherson Oblast,"Minister for Construction, Architecture and Housing and Communal Services of the Kherson Region",Sector,Henichesk,2024,,Yes,"Born in Republic of Tatarstan, Russia",,,Vladimir Saldo.,,,,"He spoke at a conference in Moscow on the development of ‘Novorossiya’, the Donbas and Crimea. He announced that 130 equity participation agreements had been signed and 66 mortgage loans had been granted."
OFC-120,Kastukevich Igor Yuryevich,Кастюкевич Игорь Юрьевич,Kherson Oblast,Senator of the Federal Assembly of the Russian Federation representing the Kherson region,Regional,Henichesk,2023,,Yes,Born in Saratov,,,,The Federal Assembly of the Russian Federation.,A company resident in a free economic zone (housing construction).,,"A free economic zone resident company has announced its intention to build a residential complex comprising 817 flats, covering an area of 60,000 square metres, with an investment of 3.6 billion roubles."
OFC-123,Kulemzin Alexey Valeryevich,Кулемзин Алексей Валерьевич,DPR,Head of the administration,City,Donetsk,2016,,Yes,Donetsk region,,,,,,,"Urged local businesses not to celebrate Halloween, presenting this as defence of Orthodox traditions and Russian cultural values."
OFC-124,Pudak Viktor Viktorovich,Пудак Виктор Викторович,DPR,Head of the regional Yunarmiya headquarters,Regional,Donetsk Oblast,2023,,Yes,Donetsk region,,,,Yunarmiya.,,Yunarmiya (youth military movement).,"Announced propaganda tours featuring bard-style concert-lessons to attract children and young people to Yunarmiya movement, including patriotic concert-lessons titled ""Raising a Patriot""."
OFC-125,Epifanov Denis Nikolaevich,Епифанов Денис Николаевич,DPR,Minister of Coal and Energy of the DPR,Regional,Donetsk,2023,,Yes,Born in Crimea,,,,,,,"Claimed funds are available for miners' wages but acknowledged payments depend on incoming financing, highlighting chronic resource shortages."
OFC-126,Chernyshev Dmitry,Чернышев Дмитрий,DPR,Representative of the Public Chamber of the DPR,Regional,Donetsk,2021,,Yes,,,,,,,,Promoted narrative of Donbas returning and reviving demographic potential. Stated conditions are being created for return of displaced persons. Emphasized 133 ethnic groups live in the region.
OFC-127,Voloshin Alexander Viktorovich,Волошин Александр Викторович,DPR,DPR senator,Regional,Donetsk,2023,,Yes,"Born in Minsk, Belarus",,,Denis Pushilin.,,"Unified Environmental Operator, Azovstal dismantling project.",,"Co-initiated with Pushilin the project to dismantle Azovstal for scrap metal, described as a scheme to sell scrap and equipment worth tens of billions of roubles."
OFC-128,Bondarenko Tatyana,Бондаренко Татьяна,DPR,"Deputy of the People's Council of the DPR, member of committee for reconstruction, construction and infrastructure development",Regional,,2023,2025,No,Native of Kursk,,Arrested on charges of embezzlement and illegal banking activity. Detained by Moscow's Basmanny Court.,,Russia's Liberal Democratic Party.,,,"Held key post in committee for reconstruction, construction and infrastructure development. Arrested under articles on large-scale embezzlement and illegal financial operations. Case demonstrates exploitation of administrative and infrastructure resources for personal gain."
OFC-129,Kondrykinskaya Anna Viktorovna,Кондрыкинская Анна Викторовна,DPR,"Deputy of the People's Council, head of the Housing and Utilities Committee",Regional,Donetsk,2023,,Yes,Donetsk region,,,,,,,Accused by pro-Russian Telegram channel BATMAN DPR of selling state-owned fuel amid the ongoing crisis.
OFC-130,Skubayeva Yulia,Скубаева Юлия,DPR,Former head of the Donetsk Republic organisation,Regional,Donetsk,,,No,Local DPR figure,,,,,,,"Described local elites as a closed, corrupt, and self-reproducing group using term ""pirate republic"". Pointed to falsity of political procedures and alleged appropriation of 300,000 flats corruption scheme."
OFC-131,Kalyuzhny Andrei Yurevich,Калюжный Андрей Юревич,DPR,Former head of the Donbas Development Corporation,Regional,Donetsk,2023,2025,No,,,Detained in Moscow upon arrival from the UAE.,,,"Donbas Development Corporation, allegedly involved in hostile takeover of Obzhora supermarket chain.",,"Oversaw major economic projects in occupied territories. Reports of extended stays in UAE, fictitious business trips, and kickback schemes involving investors. Arrest indicates internal power struggle between competing influence groups."
OFC-134,Bas Olga Yevgenyevna,Бас Ольга Евгеньевна,LPR,"Senator of the Russian Federation, representative of the Luhansk People’s Republic",Regional,Luhansk,2022,,Yes,"Nolinsk, Kirov Oblast, Russia",,,Youth parliament of the LPR.,,,,Received reports from 'youth parliament' about approximately three thousand 'incorrect' signs not in Russian. Referred to Russian law on 'language protection' requiring all signage be in Russian only.
OFC-137,Chertkov Andrey Gennadievich,Чертков Андрей Геннадьевич,DPR,Chairman of the DPR Government,Regional,Donetsk,2025,,Yes,Originally from Nizhny Novgorod Oblast,"District head, deputy mayor of Nizhny Novgorod, minister of energy and housing and utilities for Nizhny Novgorod Oblast. Since July 2022: Minister of Coal and Energy of the DPR, then deputy, then first deputy prime minister (full powers assumed by March 2025).",,Denis Pushilin.,Kremlin-sent technocrat.,,,"Appointed 30 June 2025. His appointment eliminates remaining influence of local elites and original 2014 separatists. Emphasised ""industrial restoration"" and ""attracting investors"", signalling focus on economic integration of Donbas into the Russian system."
OFC-138,Trofimov Oleg Vladimirovich,Трофимов Олег Владимирович,DPR,Acting Minister of Education and Science of the DPR,Sector,Donetsk,2024,,Yes,"Tyumen, Russia",,,,,,,Announced opening of standby groups in kindergartens from 1 September to support working parents.
OFC-139,Litvinov Boris Alekseyevich,Литвинов Борис Алексеевич,DPR,First Secretary of the Donetsk regional branch of the CPRF,Regional,Donetsk,2022,,Yes,"Toretsk, Donetsk Oblast",,,Sergei Zakharchenko.,Communist Party of the Russian Federation (CPRF).,,,Publicly endorsed Sergei Zakharchenko's advancement to the CPRF Central Committee.
OFC-140,Zakharchenko Sergey Alexandrovich,Захарченко Сергей Александрович,DPR,Member of the Central Committee of the Communist Party of the Russian Federation (CPRF),Regional,,2023,,Yes,Local (Donbas-born),,,Boris Litvinov.,Communist Party of the Russian Federation (CPRF) Central Committee.,,,His election reflects effort to integrate local collaborationist elites into a broader federal Soviet-nostalgic project.
