date,quarter,channel,region_group,hub_themes,topics,summary,media_type
2025-07-02,Q3-2025,Телеканал «Миллет»,Crimea/Sevastopol,,,Reports resident says living in Crimea for 35 years feels like native home.,video/audio transcript
2025-07-02,Q3-2025,Телеканал «Миллет»,Crimea/Sevastopol,,reconstruction,Retired construction worker describes career across Crimea and Sevastopol regions.,video/audio transcript
2025-07-02,Q3-2025,Херсонский Вестник,Kherson,,,Claims fibre-optic FPV drone struck three Ukrainian military personnel on quadbike in Sumy oblast.,video/audio transcript
2025-07-02,Q3-2025,"🇷🇺⚡️Сводки ополчения Новороссии Z.O.V. (ДНР, ЛНР, Украина, Война)",Luhansk (LPR),,,Reports Ukrainian forces attempted missile strike on Orekhovka village; air defence prevented impact.,video/audio transcript
2025-07-02,Q3-2025,"🇷🇺⚡️Сводки ополчения Новороссии Z.O.V. (ДНР, ЛНР, Украина, Война)",Zaporizhzhia,Coercion Resistance and Security,collaborator security,Reports FSB detained three Zaporizhzhia residents for transferring funds to Ukrainian military accounts.,video/audio transcript
2025-07-03,Q3-2025,,Luhansk (LPR),,,Interview segment with correspondent discussing Storm Shadow strikes on Donetsk and administrative complaints.,video/audio transcript
2025-07-03,Q3-2025,,Luhansk (LPR),Governance;Accountability and Legal,,Russian investigative committee opens criminal case into street explosion; forensic examination and expert analysis underway.,video/audio transcript
2025-07-03,Q3-2025,,Crimea/Sevastopol,Education and Militarisation,,Announces examination centres operating in Sevastopol according to Rosobrnadzor schedule.,video/audio transcript
2025-07-03,Q3-2025,,Crimea/Sevastopol,,,Reports blueberry farming experiment in Sevastopol village; unusual crop for region made possible through agricultural grant.,video/audio transcript
2025-07-03,Q3-2025,,Donetsk (DPR),,,Speaker lived in Mariupol first 23 years; notes city's 1922 drama significantly affected personal development.,video/audio transcript
2025-07-03,Q3-2025,#МОНТЯН!,Luhansk (LPR),Governance;Civilian Life;Education and Militarisation;Accountability and Legal,passportisation,Complains about wife of serving soldier having Russian citizenship wrongfully revoked in LNR.,video/audio transcript
2025-07-03,Q3-2025,60 минут,Luhansk (LPR),Front / SVO (non-Hub),,Claims French journalists confirm Ukrainian army cannot withstand Russian forces and employs desperation tactics.,video/audio transcript
2025-07-03,Q3-2025,60 минут,Zaporizhzhia,,,Unknown content insufficient for summary.,video/audio transcript
2025-07-03,Q3-2025,ANTISEPTIC,Kherson,,,Reports Russian sappers clearing mines and unexploded ordnance from Kherson oblast using automated remote systems.,text post
2025-07-03,Q3-2025,Colonelcassad,Donetsk (DPR),Civilian Life;Coercion Resistance and Security;Front / SVO (non-Hub),reconstruction;strikes on military targets,Reports Russian advances expanding Chasiv Yar control documenting urban fighting.,text post
2025-07-03,Q3-2025,Dambiev,Luhansk (LPR),,,Feature describes sniper counter-tactics using thermal decoys to identify and neutralise enemy marksmen.,video/audio transcript
2025-07-03,Q3-2025,Donrf,Donetsk (DPR),Front / SVO (non-Hub),,Russian Forces claim capture of Razino in Donetsk and Melove in Kharkiv per Defence Ministry.,text post
2025-07-03,Q3-2025,Donrf,Donetsk (DPR),,,Channel reports on occupied Nikolayivka in DPR.,text post
2025-07-03,Q3-2025,FRONTовые Zаметки,Donetsk (DPR),Front / SVO (non-Hub),,Russian Defence Ministry reports that Russian forces captured Razyne in Donetsk and Melove in Kharkiv.,text post
2025-07-03,Q3-2025,Lomovka,Zaporizhzhia,Economics;Civilian Life;Identity Culture and Religion,,Reports theatre museum exhibition on front-line performances; describes archival records of wartime cultural activities.,video/audio transcript
2025-07-03,Q3-2025,RT на русском,Zaporizhzhia,,,"Introduces Anastasia Demyura, farmer and family member, from Zaporizhzhia oblast Melitopol region.",video/audio transcript
2025-07-03,Q3-2025,UKR LEAKS,Donetsk (DPR),Front / SVO (non-Hub),,Defence Ministry announces capture of Melove in Kharkiv region and Razino in Donetsk.,text post
2025-07-03,Q3-2025,АГС_Донбасса,Luhansk (LPR),Governance;Coercion Resistance and Security;Accountability and Legal;Front / SVO (non-Hub),strikes on civilians,Reports explosion in central Lugansk killed former administrator Manolis Pilavov; attributes incident to Ukrainian sabotage operation.,video/audio transcript
2025-07-03,Q3-2025,АГС_Донбасса,Luhansk (LPR),Governance;Civilian Life;Education and Militarisation;Coercion Resistance and Security;Accountability and Legal,reconstruction;strikes on civilians,Announces death of former Luhansk administrator Manolis Pilaev from bomb attack in city centre.,text post
2025-07-03,Q3-2025,ВЯЧЕСЛАВ НИКОНОВ,Crimea/Sevastopol,,,References Crimea and location Magomedovo.,video/audio transcript
2025-07-03,Q3-2025,ВЯЧЕСЛАВ НИКОНОВ,Zaporizhzhia,Front / SVO (non-Hub),,Reports detailed chronology of Russian air strikes across Ukraine 2-3 July 2025 using missiles and drones.,video/audio transcript
2025-07-03,Q3-2025,Вести в 20:00,Donetsk (DPR),,,Reports military commander from 155th Marine Brigade led attacks on Mariupol 2022 and other operations.,video/audio transcript
2025-07-03,Q3-2025,Вести в 20:00,Zaporizhzhia,,,Unknown content insufficient for summary.,video/audio transcript
2025-07-03,Q3-2025,Вести в 20:00,Zaporizhzhia,,,Notes government programme for agricultural land recovery; announces Zaporizhzhia oblast joining programme this year.,video/audio transcript
2025-07-03,Q3-2025,Воевода Вещает,Zaporizhzhia,Civilian Life,,Reports captured Ukrainian armoured artillery vessel Akkerman repurposed as Russian naval vessel.,text post
2025-07-03,Q3-2025,Военный обозреватель,Luhansk (LPR),Governance;Coercion Resistance and Security;Accountability and Legal,strikes on civilians,Reports that the former Luhansk mayor died in an explosion and criminal investigation opened for terrorism charges.,text post
2025-07-03,Q3-2025,Военный обозреватель,Donetsk (DPR),,,Russian forces claim control of Razino in Donetsk and Melove in Kharkiv region.,text post
2025-07-03,Q3-2025,ГУП ДНР «ШАХТЁРСК ТВ»,Luhansk (LPR),Civilian Life,,Reports children's playroom opened in hospital in Shakhtersk; project plans 40 rooms across annexed regions.,video/audio transcript
2025-07-03,Q3-2025,Донбасс Сейчас,Luhansk (LPR),,,Luhansk officials report explosion on street; one death and three injured; law enforcement restricts scene access.,video/audio transcript
2025-07-03,Q3-2025,Донбасс Сейчас,Luhansk (LPR),Governance;Coercion Resistance and Security;Accountability and Legal,,Reports criminal case opened for explosion in central Luhansk with forensic and explosive examination underway.,video/audio transcript
2025-07-03,Q3-2025,КазакоV,Crimea/Sevastopol,,,Advertises political talk show featuring guest discussing geopolitical changes.,text post
2025-07-03,Q3-2025,Кирилл Фёдоров / Война История Оружие,Zaporizhzhia,,,"Claims Ukrainian group surrendered after Russian forces took fortification north of Kamenske, Zaporizhzhia.",video/audio transcript
2025-07-03,Q3-2025,Лик Войны,Luhansk (LPR),Governance;Coercion Resistance and Security;Accountability and Legal,,Reports Russian investigators and FSB forensic teams conducting detailed investigation at incident site in Luhansk.,video/audio transcript
2025-07-03,Q3-2025,МАРИУПОЛЬ 24,Donetsk (DPR),Economics,,DPR government officials formally announce start of harvest campaign in region.,video/audio transcript
2025-07-03,Q3-2025,МАРИУПОЛЬ 24,Donetsk (DPR),Civilian Life,,A historian teaching Chinese language arrives in Mariupol in 2023 and begins volunteer lessons.,video/audio transcript
2025-07-03,Q3-2025,МАРИУПОЛЬ 24,Donetsk (DPR),,,Reports rotunda gazebo was popular gathering place for Mariupol residents historically.,video/audio transcript
2025-07-03,Q3-2025,МАРИУПОЛЬ 24,Donetsk (DPR),,,"Headline credits for Angelika Novak, Yuri Shendenkov, and Mariupol 24.",video/audio transcript
2025-07-03,Q3-2025,"Мир сегодня с ""Юрий Подоляка""",Luhansk (LPR),Governance,,Reports claim former Luhansk administration head killed in central city explosion; one death and three wounded confirmed.,video/audio transcript
2025-07-03,Q3-2025,Николай Стариков,,Governance;Economics;Coercion Resistance and Security,sabotage and partisans,Announces Russia-Belarus trade turnover significantly increasing despite circumstances.,video/audio transcript
2025-07-03,Q3-2025,Операция Z: Военкоры Русской Весны,Luhansk (LPR),Governance;Coercion Resistance and Security;Accountability and Legal,strikes on civilians,Reports bomb blast killed former Luhansk mayor Manolis Pilavov on 3 July; investigative committee opened case.,text post
2025-07-03,Q3-2025,Операция Z: Военкоры Русской Весны,Luhansk (LPR),Coercion Resistance and Security,,Claims Ukrainian intelligence publishes target list of journalists covering DNR/LNR independence and SVO coverage.,text post
2025-07-03,Q3-2025,Операция Z: Военкоры Русской Весны,Donetsk (DPR),,,"Post claims Ukrainian forces conduct missile attack on Donetsk, reports air defences intercepted some missiles.",video/audio transcript
2025-07-03,Q3-2025,Операция Z: Военкоры Русской Весны,Zaporizhzhia,Coercion Resistance and Security,collaborator security,Unknown content insufficient for summary.,text post
2025-07-03,Q3-2025,Охранитель,Luhansk (LPR),Governance;Front / SVO (non-Hub),,Notes that Luhansk resident and defender held territory for 8 years; recent military operations concluded.,video/audio transcript
2025-07-03,Q3-2025,Охранитель,Luhansk (LPR),Civilian Life;Identity Culture and Religion;Education and Militarisation,reconstruction,"Channel reports most-destroyed cities Lysychansk, Severodonetsk and Rubizhne show signs of life with restored utilities and buildings.",video/audio transcript
2025-07-03,Q3-2025,Патрик Ланкастер Новости сегодня (Patrick Lancaster News Today),Donetsk (DPR),,,Shows alleged destruction of enemy air target over Donetsk region.,video/audio transcript
2025-07-03,Q3-2025,Полный контакт,,Economics;Education and Militarisation;Front / SVO (non-Hub),,Economist argues Russian war has produced economic gains from resources and population acquired in captured territories.,video/audio transcript
2025-07-03,Q3-2025,Пригожин 2023,Donetsk (DPR),,,Situation update from Khartsyzsk in Donetsk region.,video/audio transcript
2025-07-03,Q3-2025,Радио Sputnik,Luhansk (LPR),,,Claims Russian forces are correctly securing borders of DNR and LNR to ensure citizen safety.,video/audio transcript
2025-07-03,Q3-2025,Репортёр Руденко V,Kherson,Front / SVO (non-Hub),strikes on military targets,Reports D-20 howitzer destroyed UAV command post in Kherson oblast.,video/audio transcript
2025-07-03,Q3-2025,Рыбарь,Luhansk (LPR),Governance;Coercion Resistance and Security;Accountability and Legal;Front / SVO (non-Hub),strikes on civilians,Reports explosive killed former Lugansk administrator Manolis Pilavov; attributes blast to Ukrainian terrorist attack on commemorative day.,video/audio transcript
2025-07-03,Q3-2025,СВЕЖЕСТИ,Luhansk (LPR),,,Reports one dead and three injured in an explosion near a museum in Luhansk city during exhibition opening.,video/audio transcript
2025-07-03,Q3-2025,СИГНАЛ,Crimea/Sevastopol,Economics,,Reports regional group continuing participation in food and water campaign for Crimea and Sevastopol.,video/audio transcript
2025-07-03,Q3-2025,СОЛДАТ УДАЧИ,Zaporizhzhia,Front / SVO (non-Hub),strikes on military targets,Reports Ukrainian soldiers surrendered after Russian forces seized their strongpoint north of Kamiansky in Zaporizhzhia oblast.,video/audio transcript
2025-07-03,Q3-2025,СОЛОВЬЁВ,Luhansk (LPR),Governance;Coercion Resistance and Security;Accountability and Legal,strikes on civilians,"Reports LNR leader Pasechnik comments on attack killing former Luhansk mayor, three others wounded.",text post
